id,hotel_name,marks,city,satisfaction,reviews,price,distances,descriptions,stars,breakfast
5125,Dublin Skylon Hotel,8.3,Drumcondra,Very Good,5092,514,2.6,Double Room,4,Not included
5126,Wren Urban Nest,8.8,TempleBar,Excellent,3724,845,0.7,Cozy Nest,0,Not included
5127,Jurys Inn Dublin Parnell Street,7.7,DublinCityCentre,Good,11715,587,0.25,Standard Twin Room,4,Not included
5128,Maldron Hotel Parnell Square,8.4,ParnellSquare,Very Good,6466,840,0.7,Deluxe Double Room,4,Not included
5129,Hampton By Hilton Dublin City Centre,8.5,DublinCityCentre,Very Good,1230,676,0.9,King Room,0,Breakfast included
5130,Moxy Dublin City,8.3,DublinCityCentre,Very Good,2190,840,0.15,Queen Room,4,Not included
5131,The Wilder,9,DublinCityCentre,Wonderful,633,981,1.9,Single Room,4,Not included
5132,Hilton Garden Inn Dublin City Centre,8.4,DublinCityCentre,Very Good,4400,638,0.9,Queen Room,4,Not included
5133,Hilton Dublin,8,DublinCityCentre,Very Good,1566,591,2.1,Superior Double Room,4,Not included
5134,Staycity Aparthotels Mark Street,8.8,DublinCityCentre,Excellent,1503,798,0.8,Studio,4,Not included
5135,Maldron Hotel Smithfield,8.2,DublinCityCentre,Very Good,3350,840,1.2,Deluxe Twin Room,4,Not included
5136,Belvedere Hotel Parnell Square,8.2,ParnellSquare,Very Good,5038,751,0.6,Small Double Room,3,Not included
5137,Camden Court Hotel,8.5,DublinCityCentre,Very Good,3463,845,1.9,Double Room,4,Not included
5138,Clayton Hotel Charlemont,8.8,DublinCityCentre,Excellent,3536,887,2.1,Deluxe Double,4,Not included
5139,Albany House,8.3,SaintStephen'sGreen,Very Good,1706,614,1.5,Single Room,3,Not included
5140,Garden Lane Backpackers,8.2,DublinCityCentre,Very Good,751,319,1.5,Bed in 6-Bed Female Dormitory Room with Shared Bathroom,0,Not included
5141,Schoolhouse Hotel,8.5,Ballsbridge,Very Good,1301,887,1.9,Deluxe King Room,4,Not included
5142,Leeson Bridge Guesthouse,8.6,Ballsbridge,Excellent,697,582,2.1,Double Room,3,Not included
5143,Clayton Hotel Cardiff Lane,7.8,DublinCityCentre,Good,6668,887,1.4,Deluxe Double & Single Room,4,Not included
5144,The Alex,8.8,DublinCityCentre,Excellent,1267,798,1.1,King Room,4,Not included
5145,The Croke Park Hotel,8.6,Drumcondra,Excellent,1556,924,1.3,Standard Double or Twin Room,4,Not included
5146,Moxy Dublin City,8.3,DublinCityCentre,Very Good,2190,840,0.15,Queen Room,4,Not included
5147,Academy Plaza Hotel,8.1,ParnellSquare,Very Good,5121,634,0.3,Basic Double Room,3,Not included
5148,Hazelbrook Lodge,6.1,DublinCityCentre,Review score,1660,305,0.4,Single Room with Shared Bathroom,0,Not included
5149,Hyatt Centric The Liberties Dublin,9,DublinCityCentre,Wonderful,2683,1056,1.5,King Room,4,Not included
5150,Jurys Inn Dublin Parnell Street,7.7,DublinCityCentre,Good,11715,587,0.25,Standard Twin Room,4,Not included
5151,Kilronan House,8.8,SaintStephen'sGreen,Excellent,1400,605,1.9,Economy Single Room,3,Breakfast included
5152,Hard Rock Hotel Dublin,9.1,TempleBar,Wonderful,1954,1121,0.8,Standard King Room,4,Not included
5153,"The Morrison Dublin, Curio Collection by Hilton",8.8,DublinCityCentre,Excellent,1016,840,0.5,King Guest Room,4,Not included
5154,Belvedere Hotel Parnell Square,8.2,ParnellSquare,Very Good,5038,751,0.6,Small Double Room,3,Not included
5155,Leevin Hostel Mountjoy,7.8,DublinCityCentre,Good,768,436,0.9,Bunk Bed in a 6-Bed Male Dormitory Room,0,Not included
5156,"InterContinental Dublin, an IHG Hotel",8.6,Ballsbridge,Excellent,511,1478,3.4,1 KING BED CLASSIC,5,Not included
5157,18 Watkins Buildings,7.7,DublinCityCentre,Good,7,325,1.7,Standard Twin Room,0,Not included
5158,Hilton Dublin Kilmainham,8.5,Dublin,Very Good,1591,676,3.3,Double Hilton Guestroom,4,Not included
5159,"Holiday Inn Express Dublin City Centre, an IHG Hotel",8.5,ParnellSquare,Very Good,5309,698,0.25,Double Room,3,Breakfast included
5160,Clayton Hotel Ballsbridge,7.9,Ballsbridge,Good,4143,1075,3.6,Double Room,4,Not included
5161,The Westbury Hotel,8.5,TempleBar,Very Good,703,1562,0.9,Queen Room,5,Not included
5162,Jurys Inn Dublin Christchurch,7.8,DublinCityCentre,Good,4048,671,1,Standard Twin Room,4,Not included
5163,Maldron Hotel Kevin Street,8.3,DublinCityCentre,Very Good,5065,793,1.5,Deluxe Twin Room,4,Not included
5164,Stylish City Apartments Vienna,9.2,15.Rudolfsheim-Fünfhaus,Wonderful,16,973,3.8,One-Bedroom Apartment,3,Not included
5165,Lenas Donau Hotel,7.8,22.Donaustadt,Good,6358,276,5.4,Single Room,3,Not included
5166,Motel One Wien-Hauptbahnhof,8.6,10.Favoriten,Excellent,8087,427,2.8,Standard Double Room,3,Not included
5167,Motel One Wien Westbahnhof,8.7,15.Rudolfsheim-Fünfhaus,Excellent,7044,427,2.9,Standard Double Room,3,Not included
5168,a&o Wien Hauptbahnhof,7.1,10.Favoriten,Good,6543,108,2.9,Single Bed in 6-Bed Dormitory Room,2,Not included
5169,Wombat's City Hostel Vienna Naschmarkt,8.6,04.Wieden,Excellent,4911,133,1.6,Single Bed in 8-Bed Mixed Dormitory Room,0,Not included
5170,Hotel Caroline,8.7,10.Favoriten,Excellent,3301,258,3.3,Single Room,3,Not included
5171,Motel One Wien-Prater,8.6,02.Leopoldstadt,Excellent,4677,427,2.3,Queen Room,3,Not included
5172,Hotel Stefanie,9,02.Leopoldstadt,Wonderful,2179,505,0.8,Single Room,4,Breakfast included
5173,Jugendherberge Wien - Myrthengasse,8,07.Neubau,Very Good,1862,126,2,Bunk Bed in 4-6 Bed Male Dormitory Room with Shared Bathroom,0,Breakfast included
5174,Hotel Kunsthof,7.9,02.Leopoldstadt,Good,1261,344,1.8,Queen Room,3,Not included
5175,Hotel Urania,7.8,03.Landstraße,Good,1545,478,1.2,Single Room,3,Not included
5176,Hotel Wandl,8.5,01.InnereStadt,Very Good,1262,708,0.25,Standard Single Room,4,Breakfast included
5177,Space Home Hostel - City Hall,8.6,09.Alsergrund,Excellent,702,201,1.1,Single Room,0,Not included
5178,Hotel Mercure Wien Westbahnhof,7.6,15.Rudolfsheim-Fünfhaus,Good,1311,346,2.9,Standard Single Room,4,Not included
5179,Andaz Vienna Am Belvedere - a concept by Hyatt,9.1,Vienna,Wonderful,1474,795,2.7,King Room,5,Not included
5180,Room 4 Art Apartments Nr.3 in Vienna Center,0,02.Leopoldstadt,Not calified,0,505,2.2,One-Bedroom Apartment,0,Not included
5181,Do Step Inn Central - Self-Service-Hostel,7.8,04.Wieden,Good,2820,117,2.4,Bed in 6-Bed Mixed Dormitory Room,0,Not included
5182,Hotel Donaustadt Kagran,7.9,22.Donaustadt,Good,2880,323,6.7,Standard Double Room,3,Breakfast included
5183,a&o Wien Stadthalle,6.9,16.Ottakring,Review score,2943,97,2.8,Single Bed in 6-Bed Dormitory Room,2,Not included
5184,Motel One Wien-Staatsoper,8.7,01.InnereStadt,Excellent,5780,475,0.9,Small Single Room,3,Not included
5185,prizeotel Vienna-City,8.5,10.Favoriten,Very Good,5026,316,2.5,Deluxe Double Room,0,Not included
5186,Hotel & Palais Strudlhof,8,09.Alsergrund,Very Good,1757,391,1.9,Single Room,4,Not included
5187,Jaz in the City Vienna,9.1,06.Mariahilf,Wonderful,1980,712,1.8,Superior Double Room,4,Not included
5188,Riess City Hotel,8.7,09.Alsergrund,Excellent,2032,416,1.2,Single Room,3,Not included
5189,Exe Vienna,7.9,17.Hernals,Good,2770,361,2.8,Double Room,4,Not included
5190,Hotel Bajazzo,8,01.InnereStadt,Very Good,869,384,0.8,Classic Single Room,3,Not included
5191,Drei Kronen Hotel Wien City,8.3,04.Wieden,Very Good,2254,575,1.3,Standard Single Room,3,Breakfast included
5192,Hotel Donaustadt Kagran,7.9,22.Donaustadt,Good,2880,323,6.7,Standard Double Room,3,Breakfast included
5193,Leonardo Hotel Vienna Otto-Wagner,8.3,15.Rudolfsheim-Fünfhaus,Very Good,134,291,3.5,Comfort Double Room,3,Not included
5194,Hotel Erzherzog Rainer,9,04.Wieden,Wonderful,1364,438,1.6,Single Room,4,Breakfast included
5195,Hotel Regina,8.3,09.Alsergrund,Very Good,2210,413,1.3,Single Room,4,Not included
5196,Hotel & Palais Strudlhof,8,09.Alsergrund,Very Good,1757,391,1.9,Single Room,4,Not included
5197,B&B Hotel Wien-Stadthalle,8.6,15.Rudolfsheim-Fünfhaus,Excellent,2187,309,3,Double Room,0,Not included
5198,Hotel Royal,8.5,01.InnereStadt,Very Good,2270,568,0.1,Single Room,4,Not included
5199,Motel One Wien-Staatsoper,8.7,01.InnereStadt,Excellent,5780,475,0.9,Small Single Room,3,Not included
5200,Hotel City Central,8.7,02.Leopoldstadt,Excellent,725,445,0.7,Standard Single Room,4,Breakfast included
5201,Riess City Hotel,8.7,09.Alsergrund,Excellent,2032,416,1.2,Single Room,3,Not included
5202,Mint 13 @ Mariahilf,0,06.Mariahilf,Not calified,0,570,2.9,One-Bedroom Apartment,0,Not included
5203,Hotel Pension Residenz - Self Check-In,7.9,01.InnereStadt,Good,1015,323,1.2,Single Room,3,Not included
5204,BeFree Hostel - Self-Service,7.6,15.Rudolfsheim-Fünfhaus,Good,1319,101,3.2,Bed in 4-Bed Mixed Dormitory Room with Shared Bathroom,0,Not included
5205,Hotel Tabor Rooms,6.6,02.Leopoldstadt,Review score,677,226,1.1,Standard Single Room,1,Not included
5206,25hours Hotel beim MuseumsQuartier,8.6,07.Neubau,Excellent,2245,593,1.4,Medium Room,4,Not included
5207,Steigenberger Hotel Herrenhof,8.8,01.InnereStadt,Excellent,2908,1213,0.6,Deluxe Double or Twin Room,5,Not included
5208,MAXX by Steigenberger Vienna,8.4,05.Margareten,Very Good,3128,434,3.3,Superior Double Room,4,Not included
5209,Roomino Apartment,5.7,21.Floridsdorf,Review score,3,164,5.7,Single Room,0,Not included
5210,Hotel Capricorno,9,01.InnereStadt,Wonderful,767,814,0.5,Double Room,4,Breakfast included
5211,Hotel Kaffeemühle,7.6,07.Neubau,Good,3732,339,2.6,Economy Single Room,3,Not included
5212,ibis Styles Wien Messe Prater,8.4,02.Leopoldstadt,Very Good,3740,604,1.5,Standard Double Room,3,Not included
5213,Jaz in the City Vienna,9.1,06.Mariahilf,Wonderful,1980,712,1.8,Superior Double Room,4,Not included
5214,Apartamenty Pomara?czarnia,9,StareMiastoDistrict,Wonderful,2688,129,0.7,Single Room with Private External Bathroom,3,Not included
5215,B&B Hotel Pozna? Old Town,9,StareMiastoDistrict,Wonderful,1695,275,0.5,Double Room,3,Not included
5216,Ibis Poznan Centrum,8.6,StareMiastoDistrict,Excellent,3940,203,1,Standard Double Room with Sofa,3,Not included
5217,Blooms Boutique Hostel,7.9,StareMiastoDistrict,Good,2475,55,0.7,Bed in 10-Bed Dormitory Room,0,Not included
5218,Moxy Pozna? Airport,8.8,Je?yce,Excellent,2281,260,7.4,"Moxy Sleeper, Guest room, 2 Twin/Single Bed(s)",3,Not included
5219,Hotel W?oski Italia Boutique Old Town Pozna?,9.3,Wilda,Wonderful,1964,299,1.3,Deluxe Double Room with King size bed,4,Not included
5220,Campanile Poznan,8,Je?yce,Very Good,2402,179,4.1,Double Room,2,Not included
5221,Hotel Stare Miasto Old Town,8.6,StareMiastoDistrict,Excellent,1339,239,0.5,Economy Single Room,3,Not included
5222,Hotel Moderno Pozna?,8.7,Grunwald,Excellent,1992,271,2.9,Classic Twin Room,4,Not included
5223,Hampton By Hilton Poznan Old Town,9,StareMiastoDistrict,Wonderful,3842,342,0.4,Queen Room,3,Breakfast included
5224,La Guitarra Hostel Pozna?,7.8,StareMiastoDistrict,Good,1581,80,0.45,Bed in Dormitory Room for 8 People,0,Not included
5225,Hotel Traffic Pozna? Stare Miasto,8.5,StareMiastoDistrict,Very Good,5310,200,1,Single Room,2,Not included
5226,PURO Pozna? Stare Miasto,9,StareMiastoDistrict,Wonderful,4122,395,0.3,Classic Double Room,4,Not included
5227,Botanik Hostel,8.8,Je?yce,Excellent,735,125,4.3,Twin Room with Shared Bathroom,0,Not included
5228,Comm Hotel Pozna? Airport,8.8,Grunwald,Excellent,2945,209,7.2,Economy Single Room,3,Not included
5229,Tanie Pokoje Blisko Lotniska,8.4,Grunwald,Very Good,183,80,6.7,Triple Room,0,Not included
5230,Willa Sarbinowska,8.9,NoweMiasto,Excellent,313,165,4.4,Double Room,3,Not included
5231,Novotel Poznan Centrum,8.4,StareMiastoDistrict,Very Good,2379,308,0.9,Standard Room with Queen Bed and Sofa,4,Not included
5232,Hotel IOR,8.5,Grunwald,Very Good,1905,198,5.4,Double Room,3,Not included
5233,"Andersia Hotel & Spa Poznan, a member of Radisson Individuals",8.6,StareMiastoDistrict,Excellent,4653,409,1,Superior Room,4,Not included
5234,City Solei Boutique Hotel,9.1,StareMiastoDistrict,Wonderful,1198,272,0.4,Comfort Single Room,4,Not included
5235,Sheraton Poznan Hotel,8.5,Je?yce,Very Good,1655,467,1.6,"Classic, Guest room, 2 Twin/Single Bed(s)",5,Not included
5236,Hotel NH Poznan,8.4,StareMiastoDistrict,Very Good,2312,288,0.9,Standard Double or Twin Room,4,Not included
5237,Apartamenty przy Starym Rynku,8.2,StareMiastoDistrict,Very Good,155,130,0.3,Single Room with Shared Bathroom,3,Not included
5238,Blooms Inn & Apartments,7.4,StareMiastoDistrict,Good,2565,170,0.7,Single Room,3,Not included
5239,Hotel Traffic Pozna? Stare Miasto,8.5,StareMiastoDistrict,Very Good,5310,200,1,Single Room,2,Not included
5240,Hotel Lechicka,7.7,StareMiastoDistrict,Good,1125,249,3.9,Single Room,3,Not included
5241,Willa Sarbinowska,8.9,NoweMiasto,Excellent,313,165,4.4,Double Room,3,Not included
5242,Hotel IOR,8.5,Grunwald,Very Good,1905,198,5.4,Double Room,3,Not included
5243,Meet Pozna? Hotel,9.1,NoweMiasto,Wonderful,865,168,3.4,Standard Single Room,3,Not included
5244,Hotel Kortowo,8.9,Pozna?,Excellent,651,235,7.8,Single Room,3,Breakfast included
5245,Port So?acz,8.7,Je?yce,Excellent,3,350,2.7,Standard Double Room,3,Not included
5246,Lilia House Poznan,8.2,StareMiastoDistrict,Very Good,323,167,0.9,Budget Double Room,0,Not included
5247,Apartament Nadolnik,9.3,NoweMiasto,Wonderful,70,192,3.1,One-Bedroom Apartment,3,Not included
5248,Belle Epoque,8.3,Je?yce,Very Good,474,230,2.1,Standard Single Room,3,Breakfast included
5249,Ionia Apartment - Stary Rynek-,8.2,StareMiastoDistrict,Very Good,621,155,0.5,Single Room,3,Not included
5250,Apartament Broadway,9,StareMiastoDistrict,Wonderful,131,204,0.6,Studio Apartment,3,Not included
5251,Hotel Camping Malta,8.1,NoweMiasto,Very Good,1252,206,3.4,Single Room,3,Breakfast included
5252,Tanie spanie przy Targach Pozna?skich - zameldowanie bezobs?ugowe-,7.2,Grunwald,Good,36,165,2.2,Double Room with Shared Bathroom,0,Not included
5253,Hotel Moderno Pozna?,8.7,Grunwald,Excellent,1992,271,2.9,Classic Twin Room,4,Not included
5254,Hampton By Hilton Poznan Old Town,9,StareMiastoDistrict,Wonderful,3842,342,0.4,Queen Room,3,Breakfast included
5255,Hotel Zielony,8.4,Wilda,Very Good,451,219,4.8,Single Room,3,Not included
5256,Willa Na Nehringa,7.9,Grunwald,Good,208,130,3.6,Single Room with Shared Bathroom,0,Not included
5257,City Solei Boutique Hotel,9.1,StareMiastoDistrict,Wonderful,1198,272,0.4,Comfort Single Room,4,Not included
5258,POKOJE & NOCLEGI de'Górska,7.4,Je?yce,Good,223,100,6.9,Basic Twin Room with Shared Bathroom,0,Not included
5259,M&M Centrum Apartments,8.5,StareMiastoDistrict,Very Good,59,249,0.45,Apartment,3,Not included
5260,Cinema Hostel,8.9,StareMiastoDistrict,Excellent,531,149,0.6,Twin Room with Shared Bathroom,0,Not included
5261,PREMIUM Apartments RATUSZOVA AD 1954 Stary Rynek Old Market Square,9.4,StareMiastoDistrict,Wonderful,312,722,0.05,Deluxe Junior Suite,4,Not included
5262,Hotel Atlantis,8.4,Grunwald,Very Good,508,190,7.8,Double Room,2,Not included
5263,Novotel Poznan Centrum,8.4,StareMiastoDistrict,Very Good,2379,308,0.9,Standard Room with Queen Bed and Sofa,4,Not included
5264,Poznan Rents - Apartamenty Mostowa Parking Free,8.8,StareMiastoDistrict,Excellent,735,432,0.6,Apartment with Balcony,3,Not included
5265,Lemon Plaza Hotel,8.9,StareMiastoDistrict,Excellent,2676,260,3.8,Standard Single Room,3,Not included
5266,Hotel Lechicka,7.7,StareMiastoDistrict,Good,1125,249,3.9,Single Room,3,Not included
5267,Hotel Palazzo Rosso,8.9,StareMiastoDistrict,Excellent,1629,318,0.15,Standard Single Room,3,Not included
5268,Meet Pozna? Hotel,9.1,NoweMiasto,Wonderful,865,168,3.4,Standard Single Room,3,Not included
5269,Ilonn Hotel,8.8,Je?yce,Excellent,1002,279,6.7,Classic Twin Room,4,Not included
5270,Grand Royal Hotel,7.8,Grunwald,Good,2056,276,7,Single Room,4,Not included
5271,Apartamenty Schoeps Residence,9.6,StareMiastoDistrict,Exceptional,428,350,0.15,Standard Double Room,3,Not included
5272,Hotel Kortowo,8.9,Pozna?,Excellent,651,235,7.8,Single Room,3,Breakfast included
5273,Port So?acz,8.7,Je?yce,Excellent,3,350,2.7,Standard Double Room,3,Not included
5274,Sleep in Hostel & Apartments,8.7,StareMiastoDistrict,Excellent,1721,230,0.1,Double Room with Shared Bathroom,0,Not included
5275,Apartamenty Velvet,7.9,Grunwald,Good,1533,179,2.2,Double Room with Kitchenette,3,Not included
5276,Lilia House Poznan,8.2,StareMiastoDistrict,Very Good,323,167,0.9,Budget Double Room,0,Not included
5277,Apartament Nadolnik,9.3,NoweMiasto,Wonderful,70,192,3.1,One-Bedroom Apartment,3,Not included
5278,Hotel DeSilva Premium Pozna?,8.9,StareMiastoDistrict,Excellent,1501,338,0.6,Standard Twin Room,4,Not included
5279,Ionia Apartment - Stary Rynek-,8.2,StareMiastoDistrict,Very Good,621,155,0.5,Single Room,3,Not included
5280,Apartament Broadway,9,StareMiastoDistrict,Wonderful,131,204,0.6,Studio Apartment,3,Not included
5281,Hotel Camping Malta,8.1,NoweMiasto,Very Good,1252,206,3.4,Single Room,3,Breakfast included
5282,Tanie spanie przy Targach Pozna?skich - zameldowanie bezobs?ugowe-,7.2,Grunwald,Good,36,165,2.2,Double Room with Shared Bathroom,0,Not included
5283,Platinum Apartments Aparthotel,8.5,StareMiastoDistrict,Very Good,1672,299,0.7,Standard Studio,3,Not included
5284,Apartamenty Klasztorna 25,9,StareMiastoDistrict,Wonderful,1081,279,0.1,Single Room,3,Not included
5285,Hotel Forza,8.2,StareMiastoDistrict,Very Good,644,260,4.1,Comfort Double or Twin Room,3,Not included
5286,Hotel Zielony,8.4,Wilda,Very Good,451,219,4.8,Single Room,3,Not included
5287,Willa Na Nehringa,7.9,Grunwald,Good,208,130,3.6,Single Room with Shared Bathroom,0,Not included
5288,Hotel Ksi?cia Józefa,8.4,NoweMiasto,Very Good,348,265,6.7,Single Room,3,Not included
5289,PREMIUM Apartments RATUSZOVA AD 1954 Stary Rynek Old Market Square,9.4,StareMiastoDistrict,Wonderful,312,722,0.05,Deluxe Junior Suite,4,Not included
5290,M&M Centrum Apartments,8.5,StareMiastoDistrict,Very Good,59,249,0.45,Apartment,3,Not included
5291,Hotel Atlantis,8.4,Grunwald,Very Good,508,190,7.8,Double Room,2,Not included
5292,Na Kosynierskiej,6.7,Grunwald,Review score,19,118,4,Double Room,0,Not included
5293,Hotel NH Poznan,8.4,StareMiastoDistrict,Very Good,2312,288,0.9,Standard Double or Twin Room,4,Not included
5294,Hotel Kolegiacki,8.5,StareMiastoDistrict,Very Good,1224,249,0.15,Classic Double Room,4,Not included
5295,Hotel Rezydencja Solei,8,Je?yce,Very Good,153,229,9.1,Single Room,4,Not included
5296,TCZ Mokra,8.8,StareMiastoDistrict,Excellent,271,270,0.2,Standard Double Room,3,Not included
5297,PRIMEX tani nocleg,7.7,Je?yce,Good,164,100,6.6,Small Single Room,0,Not included
5298,Hotel HP Park Pozna? Malta Sport,8.7,NoweMiasto,Excellent,1008,249,2.7,Twin Room - Street Side,3,Not included
5299,Piper Cytadela Apartament,9.1,StareMiastoDistrict,Wonderful,156,950,1.8,Deluxe Apartment,3,Not included
5300,ONE Apartamenty G?siorowskich 4,9.2,Grunwald,Wonderful,340,250,2.2,Studio Apartment,3,Not included
5301,Sleepway Apartments - Blue Dream,9.2,StareMiastoDistrict,Wonderful,157,240,0.5,One-Bedroom Apartment,3,Not included
5302,Villa Kornelka,8.2,Je?yce,Very Good,51,139,8,Standard Single Room with Shared Bathroom,0,Not included
5303,"""Pozna? okazyjnie""",7.7,StareMiastoDistrict,Good,123,169,3.2,Single Room,3,Not included
5304,Vesna Rooms MTP,8.6,Grunwald,Excellent,171,191,2.2,Double Room with Private Bathroom,3,Not included
5305,TCZ Wo?na,9,StareMiastoDistrict,Wonderful,385,270,0.2,Superior Double Room,0,Not included
5306,City Center House Elephant,9.3,Grunwald,Wonderful,191,288,4.9,Double Room,3,Not included
5307,Novotel Pozna? Malta,8.2,NoweMiasto,Very Good,1816,251,2.7,Twin Room,3,Not included
5308,sleepwell,7.8,Grunwald,Good,9,249,4.3,Studio,3,Not included
5309,Cooltour,8.8,Je?yce,Excellent,457,203,1.8,Twin Room with Shared Bathroom,0,Not included
5310,Sleepway Apartments - Red Metro,9.1,StareMiastoDistrict,Wonderful,178,250,0.5,Studio Apartment,3,Not included
